Order_ID,Date,Customer,Product,Category,Quantity,Unit_Price,Total,Region,Status
ORD-000287,12/8/2024,Customer 287,Desk Chair,Office,8,408.99,3271.92,East,Pending
ORD-000288,1/9/2023,Customer 288,Standing Desk,Electronics,9,425.99,3833.91,West,Shipped
ORD-000289,2/10/2024,Customer 289,Tablet,Accessories,10,442.99,4429.9,Central,Processing
ORD-000290,3/11/2023,Customer 290,Laptop Pro,Furniture,11,459.99,5059.89,North,Completed
ORD-000291,4/12/2024,Customer 291,Wireless Mouse,Office,12,476.99,5723.88,South,Completed
ORD-000292,5/13/2023,Customer 292,"Monitor 27""",Electronics,13,493.99,6421.87,East,Pending
ORD-000293,6/14/2024,Customer 293,Keyboard,Accessories,14,510.99,7153.86,West,Shipped
ORD-000294,7/15/2023,Customer 294,Webcam HD,Furniture,15,527.99,7919.85,Central,Processing
ORD-000295,8/16/2024,Customer 295,Headphones,Office,16,44.99,719.84,North,Completed
ORD-000296,9/17/2023,Customer 296,USB Hub,Electronics,17,61.99,1053.83,South,Completed
ORD-000297,10/18/2024,Customer 297,Desk Chair,Accessories,18,78.99,1421.82,East,Pending
ORD-000298,11/19/2023,Customer 298,Standing Desk,Furniture,19,95.99,1823.81,West,Shipped
ORD-000299,12/20/2024,Customer 299,Tablet,Office,20,112.99,2259.8,Central,Processing
ORD-000300,1/21/2023,Customer 300,Laptop Pro,Electronics,1,129.99,129.99,North,Completed
ORD-000301,2/22/2024,Customer 301,Wireless Mouse,Accessories,2,146.99,293.98,South,Completed
ORD-000302,3/23/2023,Customer 302,"Monitor 27""",Furniture,3,163.99,491.97,East,Pending
ORD-000303,4/24/2024,Customer 303,Keyboard,Office,4,180.99,723.96,West,Shipped
ORD-000304,5/25/2023,Customer 304,Webcam HD,Electronics,5,197.99,989.95,Central,Processing
ORD-000305,6/26/2024,Customer 305,Headphones,Accessories,6,214.99,1289.94,North,Completed
ORD-000306,7/27/2023,Customer 306,USB Hub,Furniture,7,231.99,1623.93,South,Completed
ORD-000307,8/28/2024,Customer 307,Desk Chair,Office,8,248.99,1991.92,East,Pending
ORD-000308,9/1/2023,Customer 308,Standing Desk,Electronics,9,265.99,2393.91,West,Shipped
ORD-000309,10/2/2024,Customer 309,Tablet,Accessories,10,282.99,2829.9,Central,Processing
ORD-000310,11/3/2023,Customer 310,Laptop Pro,Furniture,11,299.99,3299.89,North,Completed
ORD-000311,12/4/2024,Customer 311,Wireless Mouse,Office,12,316.99,3803.88,South,Completed
ORD-000312,1/5/2023,Customer 312,"Monitor 27""",Electronics,13,333.99,4341.87,East,Pending
ORD-000313,2/6/2024,Customer 313,Keyboard,Accessories,14,350.99,4913.86,West,Shipped
ORD-000314,3/7/2023,Customer 314,Webcam HD,Furniture,15,367.99,5519.85,Central,Processing
ORD-000315,4/8/2024,Customer 315,Headphones,Office,16,384.99,6159.84,North,Completed
ORD-000316,5/9/2023,Customer 316,USB Hub,Electronics,17,401.99,6833.83,South,Completed
ORD-000317,6/10/2024,Customer 317,Desk Chair,Accessories,18,418.99,7541.82,East,Pending
ORD-000318,7/11/2023,Customer 318,Standing Desk,Furniture,19,435.99,8283.81,West,Shipped
ORD-000319,8/12/2024,Customer 319,Tablet,Office,20,452.99,9059.8,Central,Processing
ORD-000320,9/13/2023,Customer 320,Laptop Pro,Electronics,1,469.99,469.99,North,Completed
ORD-000321,10/14/2024,Customer 321,Wireless Mouse,Accessories,2,486.99,973.98,South,Completed
ORD-000322,11/15/2023,Customer 322,"Monitor 27""",Furniture,3,503.99,1511.97,East,Pending
ORD-000323,12/16/2024,Customer 323,Keyboard,Office,4,520.99,2083.96,West,Shipped
ORD-000324,1/17/2023,Customer 324,Webcam HD,Electronics,5,37.99,189.95,Central,Processing
ORD-000325,2/18/2024,Customer 325,Headphones,Accessories,6,54.99,329.94,North,Completed
ORD-000326,3/19/2023,Customer 326,USB Hub,Furniture,7,71.99,503.93,South,Completed
ORD-000327,4/20/2024,Customer 327,Desk Chair,Office,8,88.99,711.92,East,Pending
ORD-000328,5/21/2023,Customer 328,Standing Desk,Electronics,9,105.99,953.91,West,Shipped
ORD-000329,6/22/2024,Customer 329,Tablet,Accessories,10,122.99,1229.9,Central,Processing
ORD-000330,7/23/2023,Customer 330,Laptop Pro,Furniture,11,139.99,1539.89,North,Completed
ORD-000331,8/24/2024,Customer 331,Wireless Mouse,Office,12,156.99,1883.88,South,Completed
ORD-000332,9/25/2023,Customer 332,"Monitor 27""",Electronics,13,173.99,2261.87,East,Pending
ORD-000333,10/26/2024,Customer 333,Keyboard,Accessories,14,190.99,2673.86,West,Shipped
ORD-000334,11/27/2023,Customer 334,Webcam HD,Furniture,15,207.99,3119.85,Central,Processing
ORD-000335,12/28/2024,Customer 335,Headphones,Office,16,224.99,3599.84,North,Completed
ORD-000336,1/1/2023,Customer 336,USB Hub,Electronics,17,241.99,4113.83,South,Completed
ORD-000337,2/2/2024,Customer 337,Desk Chair,Accessories,18,258.99,4661.82,East,Pending
ORD-000338,3/3/2023,Customer 338,Standing Desk,Furniture,19,275.99,5243.81,West,Shipped
ORD-000339,4/4/2024,Customer 339,Tablet,Office,20,292.99,5859.8,Central,Processing
ORD-000340,5/5/2023,Customer 340,Laptop Pro,Electronics,1,309.99,309.99,North,Completed
ORD-000341,6/6/2024,Customer 341,Wireless Mouse,Accessories,2,326.99,653.98,South,Completed
ORD-000342,7/7/2023,Customer 342,"Monitor 27""",Furniture,3,343.99,1031.97,East,Pending
ORD-000343,8/8/2024,Customer 343,Keyboard,Office,4,360.99,1443.96,West,Shipped
ORD-000344,9/9/2023,Customer 344,Webcam HD,Electronics,5,377.99,1889.95,Central,Processing
ORD-000345,10/10/2024,Customer 345,Headphones,Accessories,6,394.99,2369.94,North,Completed
ORD-000346,11/11/2023,Customer 346,USB Hub,Furniture,7,411.99,2883.93,South,Completed
ORD-000347,12/12/2024,Customer 347,Desk Chair,Office,8,428.99,3431.92,East,Pending
ORD-000348,1/13/2023,Customer 348,Standing Desk,Electronics,9,445.99,4013.91,West,Shipped
ORD-000349,2/14/2024,Customer 349,Tablet,Accessories,10,462.99,4629.9,Central,Processing
ORD-000350,3/15/2023,Customer 350,Laptop Pro,Furniture,11,479.99,5279.89,North,Completed
ORD-000351,4/16/2024,Customer 351,Wireless Mouse,Office,12,496.99,5963.88,South,Completed
ORD-000352,5/17/2023,Customer 352,"Monitor 27""",Electronics,13,513.99,6681.87,East,Pending
ORD-000353,6/18/2024,Customer 353,Keyboard,Accessories,14,30.99,433.86,West,Shipped
ORD-000354,7/19/2023,Customer 354,Webcam HD,Furniture,15,47.99,719.85,Central,Processing
ORD-000355,8/20/2024,Customer 355,Headphones,Office,16,64.99,1039.84,North,Completed
ORD-000356,9/21/2023,Customer 356,USB Hub,Electronics,17,81.99,1393.83,South,Completed
ORD-000357,10/22/2024,Customer 357,Desk Chair,Accessories,18,98.99,1781.82,East,Pending
ORD-000358,11/23/2023,Customer 358,Standing Desk,Furniture,19,115.99,2203.81,West,Shipped
ORD-000359,12/24/2024,Customer 359,Tablet,Office,20,132.99,2659.8,Central,Processing
ORD-000360,1/25/2023,Customer 360,Laptop Pro,Electronics,1,149.99,149.99,North,Completed
ORD-000361,2/26/2024,Customer 361,Wireless Mouse,Accessories,2,166.99,333.98,South,Completed
ORD-000362,3/27/2023,Customer 362,"Monitor 27""",Furniture,3,183.99,551.97,East,Pending
ORD-000363,4/28/2024,Customer 363,Keyboard,Office,4,200.99,803.96,West,Shipped
ORD-000364,5/1/2023,Customer 364,Webcam HD,Electronics,5,217.99,1089.95,Central,Processing
ORD-000365,6/2/2024,Customer 365,Headphones,Accessories,6,234.99,1409.94,North,Completed
ORD-000366,7/3/2023,Customer 366,USB Hub,Furniture,7,251.99,1763.93,South,Completed
ORD-000367,8/4/2024,Customer 367,Desk Chair,Office,8,268.99,2151.92,East,Pending
ORD-000368,9/5/2023,Customer 368,Standing Desk,Electronics,9,285.99,2573.91,West,Shipped
ORD-000369,10/6/2024,Customer 369,Tablet,Accessories,10,302.99,3029.9,Central,Processing
ORD-000370,11/7/2023,Customer 370,Laptop Pro,Furniture,11,319.99,3519.89,North,Completed
ORD-000371,12/8/2024,Customer 371,Wireless Mouse,Office,12,336.99,4043.88,South,Completed
ORD-000372,1/9/2023,Customer 372,"Monitor 27""",Electronics,13,353.99,4601.87,East,Pending
ORD-000373,2/10/2024,Customer 373,Keyboard,Accessories,14,370.99,5193.86,West,Shipped
ORD-000374,3/11/2023,Customer 374,Webcam HD,Furniture,15,387.99,5819.85,Central,Processing
ORD-000375,4/12/2024,Customer 375,Headphones,Office,16,404.99,6479.84,North,Completed
ORD-000376,5/13/2023,Customer 376,USB Hub,Electronics,17,421.99,7173.83,South,Completed
ORD-000377,6/14/2024,Customer 377,Desk Chair,Accessories,18,438.99,7901.82,East,Pending
ORD-000378,7/15/2023,Customer 378,Standing Desk,Furniture,19,455.99,8663.81,West,Shipped
ORD-000379,8/16/2024,Customer 379,Tablet,Office,20,472.99,9459.8,Central,Processing
ORD-000380,9/17/2023,Customer 380,Laptop Pro,Electronics,1,489.99,489.99,North,Completed
ORD-000381,10/18/2024,Customer 381,Wireless Mouse,Accessories,2,506.99,1013.98,South,Completed
ORD-000382,11/19/2023,Customer 382,"Monitor 27""",Furniture,3,523.99,1571.97,East,Pending
ORD-000383,12/20/2024,Customer 383,Keyboard,Office,4,40.99,163.96,West,Shipped
ORD-000384,1/21/2023,Customer 384,Webcam HD,Electronics,5,57.99,289.95,Central,Processing
ORD-000385,2/22/2024,Customer 385,Headphones,Accessories,6,74.99,449.94,North,Completed
ORD-000386,3/23/2023,Customer 386,USB Hub,Furniture,7,91.99,643.93,South,Completed
ORD-000387,4/24/2024,Customer 387,Desk Chair,Office,8,108.99,871.92,East,Pending
ORD-000388,5/25/2023,Customer 388,Standing Desk,Electronics,9,125.99,1133.91,West,Shipped
ORD-000389,6/26/2024,Customer 389,Tablet,Accessories,10,142.99,1429.9,Central,Processing
ORD-000390,7/27/2023,Customer 390,Laptop Pro,Furniture,11,159.99,1759.89,North,Completed
ORD-000391,8/28/2024,Customer 391,Wireless Mouse,Office,12,176.99,2123.88,South,Completed
ORD-000392,9/1/2023,Customer 392,"Monitor 27""",Electronics,13,193.99,2521.87,East,Pending
ORD-000393,10/2/2024,Customer 393,Keyboard,Accessories,14,210.99,2953.86,West,Shipped
ORD-000394,11/3/2023,Customer 394,Webcam HD,Furniture,15,227.99,3419.85,Central,Processing
ORD-000395,12/4/2024,Customer 395,Headphones,Office,16,244.99,3919.84,North,Completed
ORD-000396,1/5/2023,Customer 396,USB Hub,Electronics,17,261.99,4453.83,South,Completed
ORD-000397,2/6/2024,Customer 397,Desk Chair,Accessories,18,278.99,5021.82,East,Pending
ORD-000398,3/7/2023,Customer 398,Standing Desk,Furniture,19,295.99,5623.81,West,Shipped
ORD-000399,4/8/2024,Customer 399,Tablet,Office,20,312.99,6259.8,Central,Processing
ORD-000400,5/9/2023,Customer 400,Laptop Pro,Electronics,1,329.99,329.99,North,Completed
ORD-000401,6/10/2024,Customer 401,Wireless Mouse,Accessories,2,346.99,693.98,South,Completed
ORD-000402,7/11/2023,Customer 402,"Monitor 27""",Furniture,3,363.99,1091.97,East,Pending
ORD-000403,8/12/2024,Customer 403,Keyboard,Office,4,380.99,1523.96,West,Shipped
ORD-000404,9/13/2023,Customer 404,Webcam HD,Electronics,5,397.99,1989.95,Central,Processing
ORD-000405,10/14/2024,Customer 405,Headphones,Accessories,6,414.99,2489.94,North,Completed
ORD-000406,11/15/2023,Customer 406,USB Hub,Furniture,7,431.99,3023.93,South,Completed
ORD-000407,12/16/2024,Customer 407,Desk Chair,Office,8,448.99,3591.92,East,Pending
ORD-000408,1/17/2023,Customer 408,Standing Desk,Electronics,9,465.99,4193.91,West,Shipped
ORD-000409,2/18/2024,Customer 409,Tablet,Accessories,10,482.99,4829.9,Central,Processing
ORD-000410,3/19/2023,Customer 410,Laptop Pro,Furniture,11,499.99,5499.89,North,Completed
ORD-000411,4/20/2024,Customer 411,Wireless Mouse,Office,12,516.99,6203.88,South,Completed
ORD-000412,5/21/2023,Customer 412,"Monitor 27""",Electronics,13,33.99,441.87,East,Pending
ORD-000413,6/22/2024,Customer 413,Keyboard,Accessories,14,50.99,713.86,West,Shipped
ORD-000414,7/23/2023,Customer 414,Webcam HD,Furniture,15,67.99,1019.85,Central,Processing
ORD-000415,8/24/2024,Customer 415,Headphones,Office,16,84.99,1359.84,North,Completed
ORD-000416,9/25/2023,Customer 416,USB Hub,Electronics,17,101.99,1733.83,South,Completed
ORD-000417,10/26/2024,Customer 417,Desk Chair,Accessories,18,118.99,2141.82,East,Pending
ORD-000418,11/27/2023,Customer 418,Standing Desk,Furniture,19,135.99,2583.81,West,Shipped
ORD-000419,12/28/2024,Customer 419,Tablet,Office,20,152.99,3059.8,Central,Processing
ORD-000420,1/1/2023,Customer 420,Laptop Pro,Electronics,1,169.99,169.99,North,Completed
ORD-000421,2/2/2024,Customer 421,Wireless Mouse,Accessories,2,186.99,373.98,South,Completed
ORD-000422,3/3/2023,Customer 422,"Monitor 27""",Furniture,3,203.99,611.97,East,Pending
ORD-000423,4/4/2024,Customer 423,Keyboard,Office,4,220.99,883.96,West,Shipped
ORD-000424,5/5/2023,Customer 424,Webcam HD,Electronics,5,237.99,1189.95,Central,Processing
ORD-000425,6/6/2024,Customer 425,Headphones,Accessories,6,254.99,1529.94,North,Completed
ORD-000426,7/7/2023,Customer 426,USB Hub,Furniture,7,271.99,1903.93,South,Completed
ORD-000427,8/8/2024,Customer 427,Desk Chair,Office,8,288.99,2311.92,East,Pending
ORD-000428,9/9/2023,Customer 428,Standing Desk,Electronics,9,305.99,2753.91,West,Shipped
ORD-000429,10/10/2024,Customer 429,Tablet,Accessories,10,322.99,3229.9,Central,Processing
ORD-000430,11/11/2023,Customer 430,Laptop Pro,Furniture,11,339.99,3739.89,North,Completed
ORD-000431,12/12/2024,Customer 431,Wireless Mouse,Office,12,356.99,4283.88,South,Completed
ORD-000432,1/13/2023,Customer 432,"Monitor 27""",Electronics,13,373.99,4861.87,East,Pending
ORD-000433,2/14/2024,Customer 433,Keyboard,Accessories,14,390.99,5473.86,West,Shipped
ORD-000434,3/15/2023,Customer 434,Webcam HD,Furniture,15,407.99,6119.85,Central,Processing
ORD-000435,4/16/2024,Customer 435,Headphones,Office,16,424.99,6799.84,North,Completed
ORD-000436,5/17/2023,Customer 436,USB Hub,Electronics,17,441.99,7513.83,South,Completed
ORD-000437,6/18/2024,Customer 437,Desk Chair,Accessories,18,458.99,8261.82,East,Pending
ORD-000438,7/19/2023,Customer 438,Standing Desk,Furniture,19,475.99,9043.81,West,Shipped
ORD-000439,8/20/2024,Customer 439,Tablet,Office,20,492.99,9859.8,Central,Processing
ORD-000440,9/21/2023,Customer 440,Laptop Pro,Electronics,1,509.99,509.99,North,Completed
ORD-000441,10/22/2024,Customer 441,Wireless Mouse,Accessories,2,526.99,1053.98,South,Completed
ORD-000442,11/23/2023,Customer 442,"Monitor 27""",Furniture,3,43.99,131.97,East,Pending
ORD-000443,12/24/2024,Customer 443,Keyboard,Office,4,60.99,243.96,West,Shipped
ORD-000444,1/25/2023,Customer 444,Webcam HD,Electronics,5,77.99,389.95,Central,Processing
ORD-000445,2/26/2024,Customer 445,Headphones,Accessories,6,94.99,569.94,North,Completed
ORD-000446,3/27/2023,Customer 446,USB Hub,Furniture,7,111.99,783.93,South,Completed
ORD-000447,4/28/2024,Customer 447,Desk Chair,Office,8,128.99,1031.92,East,Pending
ORD-000448,5/1/2023,Customer 448,Standing Desk,Electronics,9,145.99,1313.91,West,Shipped
ORD-000449,6/2/2024,Customer 449,Tablet,Accessories,10,162.99,1629.9,Central,Processing
ORD-000450,7/3/2023,Customer 450,Laptop Pro,Furniture,11,179.99,1979.89,North,Completed
ORD-000451,8/4/2024,Customer 451,Wireless Mouse,Office,12,196.99,2363.88,South,Completed
ORD-000452,9/5/2023,Customer 452,"Monitor 27""",Electronics,13,213.99,2781.87,East,Pending
ORD-000453,10/6/2024,Customer 453,Keyboard,Accessories,14,230.99,3233.86,West,Shipped
ORD-000454,11/7/2023,Customer 454,Webcam HD,Furniture,15,247.99,3719.85,Central,Processing
ORD-000455,12/8/2024,Customer 455,Headphones,Office,16,264.99,4239.84,North,Completed
ORD-000456,1/9/2023,Customer 456,USB Hub,Electronics,17,281.99,4793.83,South,Completed
ORD-000457,2/10/2024,Customer 457,Desk Chair,Accessories,18,298.99,5381.82,East,Pending
ORD-000458,3/11/2023,Customer 458,Standing Desk,Furniture,19,315.99,6003.81,West,Shipped
ORD-000459,4/12/2024,Customer 459,Tablet,Office,20,332.99,6659.8,Central,Processing
ORD-000460,5/13/2023,Customer 460,Laptop Pro,Electronics,1,349.99,349.99,North,Completed
ORD-000461,6/14/2024,Customer 461,Wireless Mouse,Accessories,2,366.99,733.98,South,Completed
ORD-000462,7/15/2023,Customer 462,"Monitor 27""",Furniture,3,383.99,1151.97,East,Pending
ORD-000463,8/16/2024,Customer 463,Keyboard,Office,4,400.99,1603.96,West,Shipped
ORD-000464,9/17/2023,Customer 464,Webcam HD,Electronics,5,417.99,2089.95,Central,Processing
ORD-000465,10/18/2024,Customer 465,Headphones,Accessories,6,434.99,2609.94,North,Completed
ORD-000466,11/19/2023,Customer 466,USB Hub,Furniture,7,451.99,3163.93,South,Completed
ORD-000467,12/20/2024,Customer 467,Desk Chair,Office,8,468.99,3751.92,East,Pending
ORD-000468,1/21/2023,Customer 468,Standing Desk,Electronics,9,485.99,4373.91,West,Shipped
ORD-000469,2/22/2024,Customer 469,Tablet,Accessories,10,502.99,5029.9,Central,Processing
ORD-000470,3/23/2023,Customer 470,Laptop Pro,Furniture,11,519.99,5719.89,North,Completed
ORD-000471,4/24/2024,Customer 471,Wireless Mouse,Office,12,36.99,443.88,South,Completed
ORD-000472,5/25/2023,Customer 472,"Monitor 27""",Electronics,13,53.99,701.87,East,Pending
ORD-000473,6/26/2024,Customer 473,Keyboard,Accessories,14,70.99,993.86,West,Shipped
ORD-000474,7/27/2023,Customer 474,Webcam HD,Furniture,15,87.99,1319.85,Central,Processing
ORD-000475,8/28/2024,Customer 475,Headphones,Office,16,104.99,1679.84,North,Completed
ORD-000476,9/1/2023,Customer 476,USB Hub,Electronics,17,121.99,2073.83,South,Completed
ORD-000477,10/2/2024,Customer 477,Desk Chair,Accessories,18,138.99,2501.82,East,Pending
ORD-000478,11/3/2023,Customer 478,Standing Desk,Furniture,19,155.99,2963.81,West,Shipped
ORD-000479,12/4/2024,Customer 479,Tablet,Office,20,172.99,3459.8,Central,Processing
ORD-000480,1/5/2023,Customer 480,Laptop Pro,Electronics,1,189.99,189.99,North,Completed
ORD-000481,2/6/2024,Customer 481,Wireless Mouse,Accessories,2,206.99,413.98,South,Completed
ORD-000482,3/7/2023,Customer 482,"Monitor 27""",Furniture,3,223.99,671.97,East,Pending
ORD-000483,4/8/2024,Customer 483,Keyboard,Office,4,240.99,963.96,West,Shipped
ORD-000484,5/9/2023,Customer 484,Webcam HD,Electronics,5,257.99,1289.95,Central,Processing
ORD-000485,6/10/2024,Customer 485,Headphones,Accessories,6,274.99,1649.94,North,Completed
ORD-000486,7/11/2023,Customer 486,USB Hub,Furniture,7,291.99,2043.93,South,Completed
ORD-000487,8/12/2024,Customer 487,Desk Chair,Office,8,308.99,2471.92,East,Pending
ORD-000488,9/13/2023,Customer 488,Standing Desk,Electronics,9,325.99,2933.91,West,Shipped
ORD-000489,10/14/2024,Customer 489,Tablet,Accessories,10,342.99,3429.9,Central,Processing
ORD-000490,11/15/2023,Customer 490,Laptop Pro,Furniture,11,359.99,3959.89,North,Completed
ORD-000491,12/16/2024,Customer 491,Wireless Mouse,Office,12,376.99,4523.88,South,Completed
ORD-000492,1/17/2023,Customer 492,"Monitor 27""",Electronics,13,393.99,5121.87,East,Pending
ORD-000493,2/18/2024,Customer 493,Keyboard,Accessories,14,410.99,5753.86,West,Shipped
ORD-000494,3/19/2023,Customer 494,Webcam HD,Furniture,15,427.99,6419.85,Central,Processing
ORD-000495,4/20/2024,Customer 495,Headphones,Office,16,444.99,7119.84,North,Completed
ORD-000496,5/21/2023,Customer 496,USB Hub,Electronics,17,461.99,7853.83,South,Completed
ORD-000497,6/22/2024,Customer 497,Desk Chair,Accessories,18,478.99,8621.82,East,Pending
ORD-000498,7/23/2023,Customer 498,Standing Desk,Furniture,19,495.99,9423.81,West,Shipped
ORD-000499,8/24/2024,Customer 499,Tablet,Office,20,512.99,10259.8,Central,Processing
ORD-000500,9/25/2023,Customer 500,Laptop Pro,Electronics,1,29.99,29.99,North,Completed
